time,cpu,ram,connections,requests
14:08:54,49.00,0.76,6,7
14:08:55,48.00,0.76,6,7
14:08:56,49.00,0.77,6,7
14:08:57,49.00,0.75,6,7
14:08:58,49.00,0.76,6,7
14:08:59,47.00,0.77,6,7
14:09:00,53.00,0.77,6,7
14:09:01,48.00,0.75,6,7
14:09:02,47.00,0.76,8,9
14:09:03,53.00,0.75,8,9
14:09:04,52.00,0.76,8,9
14:09:05,56.00,0.75,8,9
14:09:06,52.00,0.77,8,9
14:09:07,57.00,0.76,8,9
14:09:08,45.54,0.76,8,9
14:09:09,55.00,0.78,8,9
14:09:10,58.00,0.77,8,9
14:09:11,54.00,0.75,8,9
14:09:12,50.00,0.77,8,9
14:09:13,53.00,0.76,8,9
14:09:14,55.00,0.78,8,9
14:09:15,54.00,0.77,8,9
14:09:16,58.00,0.76,8,9
14:09:17,56.00,0.77,8,9
14:09:18,55.00,0.76,8,9
14:09:19,56.00,0.78,8,9
14:09:20,54.00,0.77,8,9
14:09:21,54.00,0.75,8,9
14:09:22,53.00,0.77,8,9
14:09:23,56.00,0.76,8,9
14:09:24,52.00,0.77,8,9
14:09:25,54.00,0.76,8,9
14:09:26,53.47,0.78,8,9
14:09:27,53.00,0.77,8,9
14:09:28,55.00,0.75,8,9
14:09:29,54.00,0.77,8,9
14:09:30,54.00,0.75,8,9
14:09:31,54.00,0.77,8,9
14:09:32,57.00,0.75,10,11
14:09:33,56.00,0.78,10,11
14:09:34,60.00,0.77,10,11
14:09:35,51.00,0.76,10,11
14:09:36,55.00,0.77,10,11
14:09:37,58.00,0.76,10,11
14:09:38,57.00,0.76,10,11
14:09:39,56.00,0.78,10,11
14:09:40,56.00,0.77,10,11
14:09:41,60.00,0.76,10,11
14:09:42,59.00,0.75,10,11
14:09:43,58.00,0.78,10,11
14:09:44,50.00,0.77,10,11
14:09:45,53.47,0.76,10,11
14:09:46,56.00,0.78,10,11
14:09:47,56.00,0.77,10,11
14:09:48,61.00,0.77,10,11
14:09:49,57.00,0.76,10,11
14:09:50,57.00,0.78,10,11
14:09:51,56.00,0.76,10,11
14:09:52,56.00,0.78,10,11
14:09:53,54.00,0.77,10,11
14:09:54,54.00,0.76,10,11
14:09:55,54.00,0.78,10,11
14:09:56,55.00,0.76,10,11
14:09:57,57.00,0.76,10,11
14:09:58,57.00,0.75,10,11
14:09:59,52.00,0.77,10,11
14:10:00,59.41,0.76,10,11
14:10:01,54.00,0.76,10,11
14:10:02,58.42,0.77,12,13
14:10:03,62.00,0.77,12,13
14:10:04,62.00,0.76,12,13
14:10:05,47.00,0.77,12,13
14:10:06,55.00,0.76,12,13
14:10:07,57.00,0.76,12,13
14:10:08,60.00,0.75,12,13
14:10:09,59.00,0.75,12,13
14:10:10,60.00,0.77,12,13
14:10:11,57.00,0.77,12,13
14:10:12,61.00,0.76,12,13
14:10:13,63.00,0.76,12,13
14:10:14,61.00,0.77,12,13
14:10:15,58.00,0.76,12,13
14:10:16,59.00,0.75,12,13
14:10:17,58.00,0.77,12,13
14:10:18,55.00,0.76,12,13
14:10:19,64.00,0.77,12,13
14:10:20,59.00,0.77,12,13
14:10:21,61.00,0.76,12,13
14:10:22,61.00,0.75,12,13
14:10:23,59.00,0.76,12,13
14:10:24,55.00,0.78,12,13
14:10:25,60.00,0.78,12,13
14:10:26,64.00,0.76,12,13
14:10:27,59.00,0.77,12,13
14:10:28,56.00,0.76,12,13
14:10:29,60.00,0.76,12,13
14:10:30,60.00,0.75,12,13
14:10:31,59.00,0.77,12,13
14:10:32,64.00,0.77,12,13
14:10:33,64.00,0.78,14,15
14:10:34,63.00,0.77,14,15
14:10:35,62.00,0.77,14,15
14:10:36,66.00,0.77,14,15
14:10:37,66.00,0.78,14,15
14:10:38,62.00,0.77,14,15
14:10:39,61.00,0.77,14,15
14:10:40,64.36,0.77,14,15
14:10:41,59.00,0.78,14,15
14:10:42,63.00,0.77,14,15
14:10:43,62.00,0.77,14,15
14:10:44,62.00,0.77,14,15
14:10:45,63.00,0.77,14,15
14:10:46,64.00,0.78,14,15
14:10:47,60.00,0.77,14,15
14:10:48,63.00,0.78,14,15
14:10:49,63.00,0.78,14,15
14:10:50,63.00,0.75,14,15
14:10:51,64.00,0.76,14,15
14:10:52,65.00,0.76,14,15
14:10:53,65.00,0.76,14,15
14:10:54,61.00,0.76,14,15
14:10:55,62.00,0.76,14,15
14:10:56,63.00,0.76,14,15
14:10:57,66.00,0.77,14,15
14:10:58,62.00,0.77,14,15
14:10:59,69.00,0.77,14,15
14:11:00,64.00,0.77,14,15
14:11:01,61.00,0.77,14,15
14:11:02,67.00,0.77,16,17
14:11:03,63.00,0.77,16,17
14:11:04,61.00,0.77,16,17
14:11:05,63.00,0.77,16,17
14:11:06,63.00,0.76,16,17
14:11:07,64.00,0.76,16,17
14:11:08,65.00,0.77,16,17
14:11:09,64.00,0.77,16,17
14:11:10,62.38,0.77,16,17
14:11:11,57.58,0.76,16,17
14:11:12,65.00,0.76,16,17
14:11:13,63.00,0.76,16,17
14:11:14,62.00,0.76,16,17
14:11:15,65.00,0.76,16,17
14:11:16,70.00,0.77,16,17
14:11:17,59.00,0.77,16,17
14:11:18,59.00,0.77,16,17
14:11:19,66.00,0.77,16,17
14:11:20,57.43,0.78,16,17
14:11:21,65.00,0.77,16,17
14:11:22,63.00,0.78,16,17
14:11:23,63.00,0.77,16,17
14:11:24,59.41,0.78,16,17
14:11:25,64.00,0.80,16,17
14:11:26,62.00,0.78,16,17
14:11:27,59.00,0.76,16,17
14:11:28,60.00,0.76,16,17
14:11:29,63.00,0.77,16,17
14:11:30,57.00,0.78,16,17
14:11:31,58.00,0.76,16,17
14:11:32,63.00,0.76,16,17
14:11:33,63.00,0.76,18,19
14:11:34,68.00,0.78,18,19
14:11:35,63.00,0.75,18,19
14:11:36,66.00,0.76,18,19
14:11:37,68.00,0.76,18,19
14:11:38,62.00,0.76,18,19
14:11:39,60.00,0.76,18,19
14:11:40,70.00,0.78,18,19
14:11:41,63.00,0.75,18,19
14:11:42,66.00,0.76,18,19
14:11:43,68.00,0.76,18,19
14:11:44,61.00,0.76,18,19
14:11:45,64.00,0.77,18,19
14:11:46,65.00,0.78,18,19
14:11:47,63.00,0.76,18,19
14:11:48,62.00,0.76,18,19
14:11:49,61.00,0.75,18,19
14:11:50,66.34,0.77,18,19
14:11:51,67.00,0.77,18,19
14:11:52,61.00,0.77,18,19
14:11:53,60.00,0.78,18,19
14:11:54,62.00,0.78,18,19
14:11:55,61.00,0.78,18,19
14:11:56,61.00,0.78,18,19
14:11:57,62.00,0.75,18,19
14:11:58,61.00,0.76,18,19
14:11:59,60.00,0.76,18,19
14:12:00,62.00,0.75,18,19
14:12:01,60.00,0.75,18,19
14:12:02,60.00,0.76,18,19
14:12:03,66.00,0.76,20,21
14:12:04,61.00,0.77,20,21
14:12:05,63.00,0.77,20,21
14:12:06,61.00,0.77,20,21
14:12:07,71.00,0.76,20,21
14:12:08,62.00,0.76,20,21
14:12:09,66.00,0.77,20,21
14:12:10,65.00,0.77,20,21
14:12:11,72.00,0.77,20,21
14:12:12,71.00,0.76,20,21
14:12:13,62.38,0.75,20,21
14:12:14,69.00,0.75,20,21
14:12:15,62.00,0.76,20,21
14:12:16,64.00,0.76,20,21
14:12:17,66.00,0.75,20,21
14:12:18,68.00,0.76,20,21
14:12:19,64.00,0.77,20,21
14:12:20,67.00,0.75,20,21
14:12:21,63.00,0.75,20,21
14:12:22,64.00,0.76,20,21
14:12:23,64.00,0.76,20,21
14:12:24,59.00,0.77,20,21
14:12:25,70.00,0.77,20,21
14:12:26,58.00,0.78,20,21
14:12:27,67.00,0.76,20,21
14:12:28,64.00,0.76,20,21
14:12:29,64.00,0.76,20,21
14:12:30,60.00,0.76,20,21
14:12:31,63.00,0.77,20,21
14:12:32,68.00,0.77,20,21
14:12:33,63.00,0.74,22,23
14:12:34,69.00,0.77,22,23
14:12:35,67.00,0.76,22,23
14:12:36,71.00,0.77,22,23
14:12:37,66.00,0.77,22,23
14:12:38,64.36,0.75,22,23
14:12:39,65.00,0.77,22,23
14:12:40,69.00,0.76,22,23
14:12:41,69.00,0.78,22,23
14:12:42,64.00,0.75,22,23
14:12:43,63.00,0.76,22,23
14:12:44,68.00,0.78,22,23
14:12:45,70.00,0.76,22,23
14:12:46,66.00,0.77,22,23
14:12:47,70.00,0.75,22,23
14:12:48,69.00,0.76,22,23
14:12:49,67.00,0.78,22,23
14:12:50,72.00,0.75,22,23
14:12:51,67.00,0.76,22,23
14:12:52,63.00,0.77,22,23
14:12:53,71.00,0.78,22,23
14:12:54,66.00,0.75,22,23
14:12:55,64.00,0.76,22,23
14:12:56,67.00,0.75,22,23
14:12:57,67.00,0.76,22,23
14:12:58,65.00,0.77,22,23
14:12:59,65.00,0.75,22,23
14:13:00,66.34,0.76,22,23
14:13:01,68.00,0.76,22,23
14:13:02,65.00,0.77,22,23
14:13:03,65.00,0.75,24,25
14:13:04,68.00,0.76,24,25
14:13:05,71.00,0.77,24,25
14:13:06,71.00,0.76,24,25
14:13:07,71.00,0.78,24,25
14:13:08,68.00,0.75,24,25
14:13:09,64.00,0.76,24,25
14:13:10,71.00,0.77,24,25
14:13:11,65.00,0.77,24,25
14:13:12,69.00,0.76,24,25
14:13:13,67.00,0.77,24,25
14:13:14,67.00,0.78,24,25
14:13:15,68.00,0.76,24,25
14:13:16,63.00,0.77,24,25
14:13:17,66.00,0.78,24,25
14:13:18,69.00,0.76,24,25
14:13:19,65.00,0.76,24,25
14:13:20,73.00,0.76,24,25
14:13:21,64.00,0.76,24,25
14:13:22,64.00,0.76,24,25
14:13:23,66.00,0.78,24,25
14:13:24,64.00,0.76,24,25
14:13:25,66.00,0.76,24,25
14:13:26,65.00,0.76,24,25
14:13:27,68.00,0.76,24,25
14:13:28,64.00,0.77,24,25
14:13:29,68.00,0.75,24,25
14:13:30,67.00,0.77,24,25
14:13:31,67.00,0.78,24,25
14:13:32,65.00,0.75,24,25
14:13:33,70.00,0.76,26,27
14:13:34,70.00,0.78,26,27
14:13:35,68.00,0.75,26,27
14:13:36,70.00,0.76,26,27
14:13:37,68.00,0.78,26,27
14:13:38,69.00,0.76,26,27
14:13:39,64.00,0.77,26,27
14:13:40,68.00,0.76,26,27
14:13:41,70.00,0.77,26,27
14:13:42,67.00,0.75,26,27
14:13:43,67.00,0.76,26,27
14:13:44,69.00,0.77,26,27
14:13:45,69.00,0.75,26,27
14:13:46,69.00,0.76,26,27
14:13:47,66.00,0.75,26,27
14:13:48,73.00,0.77,26,27
14:13:49,67.00,0.77,26,27
14:13:50,68.00,0.75,26,27
14:13:51,68.00,0.77,26,27
14:13:52,66.00,0.77,26,27
14:13:53,71.00,0.78,26,27
14:13:54,70.00,0.75,26,27
14:13:55,66.00,0.76,26,27
14:13:56,69.00,0.77,26,27
14:13:57,65.00,0.75,26,27
14:13:58,71.00,0.77,26,27
14:13:59,68.00,0.75,26,27
14:14:00,66.00,0.76,26,27
14:14:01,65.00,0.78,26,27
14:14:02,66.34,0.78,26,27
14:14:03,65.00,0.77,28,29
14:14:04,63.00,0.78,28,29
14:14:05,64.00,0.77,28,29
14:14:06,72.00,0.77,28,29
14:14:07,68.00,0.77,28,29
14:14:08,68.00,0.75,28,29
14:14:09,76.00,0.77,28,29
14:14:10,68.00,0.77,28,29
14:14:11,69.00,0.76,28,29
14:14:12,70.00,0.78,28,29
14:14:13,70.00,0.78,28,29
14:14:14,66.00,0.75,28,29
14:14:15,72.00,0.77,28,29
14:14:16,74.00,0.77,28,29
14:14:17,59.00,0.76,28,29
14:14:18,69.00,0.78,28,29
14:14:19,69.00,0.76,28,29
14:14:20,73.00,0.77,28,29
14:14:21,73.00,0.77,28,29
14:14:22,67.00,0.75,28,29
14:14:23,70.00,0.77,28,29
14:14:24,61.00,0.78,28,29
14:14:25,68.00,0.78,28,29
14:14:26,72.00,0.78,28,29
14:14:27,65.00,0.77,28,29
14:14:28,71.00,0.77,28,29
14:14:29,63.00,0.78,28,29
14:14:30,69.00,0.76,28,29
14:14:31,67.00,0.78,28,29
14:14:32,70.30,0.75,28,29
14:14:33,69.00,0.76,30,31
14:14:34,66.00,0.77,30,31
14:14:35,70.00,0.76,30,31
14:14:36,71.00,0.77,30,31
14:14:37,69.00,0.79,30,31
14:14:38,72.00,0.76,30,31
14:14:39,67.00,0.78,30,31
14:14:40,65.35,0.75,30,31
14:14:41,66.00,0.77,30,31
14:14:42,67.00,0.75,30,31
14:14:43,72.00,0.77,30,31
14:14:44,69.00,0.75,30,31
14:14:45,69.00,0.77,30,31
14:14:46,66.00,0.79,30,31
14:14:47,68.00,0.76,30,31
14:14:48,70.00,0.79,30,31
14:14:49,74.00,0.76,30,31
14:14:50,72.00,0.76,30,31
14:14:51,69.00,0.77,30,31
14:14:52,71.00,0.77,30,31
14:14:53,65.00,0.77,30,31
14:14:54,63.37,0.75,30,31
14:14:55,72.00,0.78,30,31
14:14:56,71.00,0.78,30,31
14:14:57,66.00,0.77,30,31
14:14:58,70.00,0.75,30,31
14:14:59,69.00,0.77,30,31
14:15:00,72.00,0.78,30,31
14:15:01,73.00,0.76,30,31
14:15:02,69.00,0.78,30,31
14:15:03,68.00,0.75,32,33
14:15:04,72.00,0.77,32,33
14:15:05,65.00,0.75,32,33
14:15:06,74.00,0.77,32,33
14:15:07,71.00,0.76,32,33
14:15:08,73.00,0.78,32,33
14:15:09,68.00,0.77,32,33
14:15:10,70.00,0.78,32,33
14:15:11,72.00,0.76,32,33
14:15:12,71.00,0.75,32,33
14:15:13,70.00,0.78,32,33
14:15:14,67.00,0.75,32,33
14:15:15,72.00,0.77,32,33
14:15:16,69.31,0.75,32,33
14:15:17,69.00,0.77,32,33
14:15:18,72.00,0.77,32,33
14:15:19,72.00,0.75,32,33
14:15:20,74.00,0.77,32,33
14:15:21,71.00,0.78,32,33
14:15:22,68.00,0.78,32,33
14:15:23,72.00,0.76,32,33
14:15:24,66.00,0.78,32,33
14:15:25,66.00,0.76,32,33
14:15:26,73.00,0.76,32,33
14:15:27,76.00,0.76,32,33
14:15:28,71.00,0.78,32,33
14:15:29,72.00,0.76,32,33
14:15:30,70.00,0.76,32,33
14:15:31,70.00,0.76,32,33
14:15:32,72.00,0.78,32,33
14:15:33,72.00,0.77,34,35
14:15:34,69.00,0.78,34,35
14:15:35,68.00,0.75,34,35
14:15:36,67.00,0.77,34,35
14:15:37,72.00,0.78,34,35
14:15:38,72.00,0.77,34,35
14:15:39,70.00,0.74,34,35
14:15:40,68.00,0.78,34,35
14:15:41,69.00,0.79,34,35
14:15:42,72.00,0.77,34,35
14:15:43,64.00,0.76,34,35
14:15:44,71.00,0.78,34,35
14:15:45,72.00,0.77,34,35
14:15:46,71.00,0.77,34,35
14:15:47,69.00,0.79,34,35
14:15:48,69.00,0.77,34,35
14:15:49,62.38,0.78,34,35
14:15:50,78.00,0.76,34,35
14:15:51,69.00,0.78,34,35
14:15:52,73.00,0.76,34,35
14:15:53,70.00,0.77,34,35
14:15:54,71.00,0.75,34,35
14:15:55,68.00,0.78,34,35
14:15:56,74.00,0.76,34,35
14:15:57,73.00,0.76,34,35
14:15:58,72.00,0.77,34,35
14:15:59,79.00,0.76,34,35
14:16:00,69.00,0.77,34,35
14:16:01,70.00,0.77,34,35
14:16:02,73.00,0.76,34,35
14:16:03,70.00,0.78,36,37
14:16:04,70.00,0.76,36,37
14:16:05,70.00,0.77,36,37
14:16:06,72.00,0.77,36,37
14:16:07,76.00,0.77,36,37
14:16:08,76.00,0.76,36,37
14:16:09,71.00,0.77,36,37
14:16:10,70.00,0.76,36,37
14:16:11,73.00,0.78,36,37
14:16:12,77.00,0.77,36,37
14:16:13,71.00,0.78,36,37
14:16:14,73.00,0.77,36,37
14:16:15,79.00,0.75,36,37
14:16:16,70.00,0.76,36,37
14:16:17,71.00,0.76,36,37
14:16:18,73.00,0.78,36,37
14:16:19,74.00,0.76,36,37
14:16:20,71.00,0.78,36,37
14:16:21,76.00,0.77,36,37
14:16:22,72.00,0.77,36,37
14:16:23,71.29,0.76,36,37
14:16:24,69.00,0.76,36,37
14:16:25,75.00,0.75,36,37
14:16:26,69.00,0.78,36,37
14:16:27,74.00,0.77,36,37
14:16:28,71.00,0.78,36,37
14:16:29,71.00,0.77,36,37
14:16:30,74.00,0.77,36,37
14:16:31,71.00,0.78,36,37
14:16:32,70.00,0.76,36,37
14:16:33,70.00,0.75,38,39
14:16:34,73.00,0.76,38,39
14:16:35,72.00,0.78,38,39
14:16:36,72.00,0.78,38,39
14:16:37,73.00,0.76,38,39
14:16:38,76.00,0.79,38,39
14:16:39,73.00,0.77,38,39
14:16:40,71.00,0.78,38,39
14:16:41,74.00,0.76,38,39
14:16:42,68.32,0.75,38,39
14:16:43,68.00,0.77,38,39
14:16:44,72.00,0.78,38,39
14:16:45,73.00,0.77,38,39
14:16:46,73.00,0.77,38,39
14:16:47,71.00,0.78,38,39
14:16:48,71.00,0.76,38,39
14:16:49,70.00,0.76,38,39
14:16:50,75.00,0.77,38,39
14:16:51,74.00,0.77,38,39
14:16:52,75.00,0.75,38,39
14:16:53,70.00,0.77,38,39
14:16:54,72.00,0.77,38,39
14:16:55,70.00,0.77,38,39
14:16:56,76.00,0.76,38,39
14:16:57,72.00,0.76,38,39
14:16:58,71.00,0.77,38,39
14:16:59,72.00,0.77,38,39
14:17:00,71.00,0.78,38,39
14:17:01,72.00,0.77,38,39
14:17:02,74.00,0.75,38,39
14:17:03,76.24,0.79,40,41
14:17:04,72.00,0.77,40,41
14:17:05,72.00,0.77,40,41
14:17:06,78.00,0.79,40,41
14:17:07,72.00,0.77,40,41
14:17:08,77.00,0.77,40,41
14:17:09,72.00,0.76,40,41
14:17:10,73.00,0.78,40,41
14:17:11,72.00,0.78,40,41
14:17:12,77.00,0.77,40,41
14:17:13,76.00,0.77,40,41
14:17:14,74.00,0.76,40,41
14:17:15,72.00,0.77,40,41
14:17:16,74.00,0.76,40,41
14:17:17,66.00,0.77,40,41
14:17:18,73.00,0.75,40,41
14:17:19,77.00,0.78,40,41
14:17:20,71.00,0.77,40,41
14:17:21,69.00,0.79,40,41
14:17:22,71.00,0.78,40,41
14:17:23,69.00,0.77,40,41
14:17:24,68.00,0.76,40,41
14:17:25,70.30,0.77,40,41
14:17:26,73.00,0.78,40,41
14:17:27,80.00,0.76,40,41
14:17:28,65.00,0.79,40,41
14:17:29,70.00,0.76,40,41
14:17:30,70.00,0.76,40,41
14:17:31,74.00,0.77,40,41
14:17:32,74.00,0.75,40,41
14:17:33,74.00,0.75,42,43
14:17:34,70.00,0.77,42,43
14:17:35,75.00,0.77,42,43
14:17:36,74.00,0.75,42,43
14:17:37,73.00,0.77,42,43
14:17:38,71.00,0.76,42,43
14:17:39,71.00,0.76,42,43
14:17:40,74.00,0.77,42,43
14:17:41,72.28,0.76,42,43
14:17:42,78.00,0.78,42,43
14:17:43,75.00,0.75,42,43
14:17:44,70.00,0.78,42,43
14:17:45,70.00,0.76,42,43
14:17:46,73.00,0.79,42,43
14:17:47,76.00,0.78,42,43
14:17:48,73.00,0.77,42,43
14:17:49,72.00,0.75,42,43
14:17:50,74.00,0.77,42,43
14:17:51,71.00,0.76,42,43
14:17:52,77.00,0.76,42,43
14:17:53,76.00,0.76,42,43
14:17:54,69.00,0.79,42,43
14:17:55,77.00,0.77,42,43
14:17:56,72.00,0.76,42,43
14:17:57,77.00,0.78,42,43
14:17:58,77.00,0.79,42,43
14:17:59,74.00,0.77,42,43
14:18:00,70.00,0.76,42,43
14:18:01,71.00,0.78,42,43
14:18:02,65.00,0.77,42,43
14:18:03,69.00,0.75,44,45
14:18:04,81.00,0.76,44,45
14:18:05,72.00,0.77,44,45
14:18:06,78.00,0.78,44,45
14:18:07,72.00,0.77,44,45
14:18:08,73.00,0.78,44,45
14:18:09,73.00,0.75,44,45
14:18:10,71.00,0.76,44,45
14:18:11,78.00,0.76,44,45
14:18:12,76.00,0.76,44,45
14:18:13,77.00,0.76,44,45
14:18:14,76.00,0.79,44,45
14:18:15,76.00,0.77,44,45
14:18:16,71.00,0.75,44,45
14:18:17,74.00,0.76,44,45
14:18:18,68.00,0.78,44,45
14:18:19,71.00,0.77,44,45
14:18:20,76.00,0.77,44,45
14:18:21,74.26,0.77,44,45
14:18:22,68.00,0.79,44,45
14:18:23,72.00,0.79,44,45
14:18:24,69.00,0.77,44,45
14:18:25,79.00,0.77,44,45
14:18:26,72.00,0.77,44,45
14:18:27,70.00,0.77,44,45
14:18:28,75.00,0.78,44,45
14:18:29,76.00,0.76,44,45
14:18:30,75.00,0.78,44,45
14:18:31,74.00,0.77,44,45
14:18:32,78.00,0.78,44,45
14:18:33,74.00,0.77,46,47
14:18:34,77.00,0.78,46,47
14:18:35,75.00,0.76,46,47
14:18:36,76.00,0.77,46,47
14:18:37,75.00,0.77,46,47
14:18:38,72.00,0.76,46,47
14:18:39,71.00,0.78,46,47
14:18:40,76.00,0.78,46,47
14:18:41,76.00,0.77,46,47
14:18:42,78.00,0.77,46,47
14:18:43,74.00,0.76,46,47
14:18:44,77.00,0.77,46,47
14:18:45,75.25,0.77,46,47
14:18:46,80.00,0.76,46,47
14:18:47,76.00,0.78,46,47
14:18:48,75.00,0.77,46,47
14:18:49,77.00,0.78,46,47
14:18:50,71.00,0.78,46,47
14:18:51,68.00,0.75,46,47
14:18:52,76.00,0.75,46,47
14:18:53,71.00,0.78,46,47
14:18:54,69.00,0.77,46,47
14:18:55,78.00,0.76,46,47
14:18:56,81.00,0.77,46,47
14:18:57,75.00,0.75,46,47
14:18:58,68.00,0.78,46,47
14:18:59,74.00,0.77,46,47
14:19:00,76.00,0.78,46,47
14:19:01,72.00,0.77,46,47
14:19:02,71.00,0.76,46,47
14:19:03,75.25,0.76,48,49
14:19:04,73.00,0.79,48,49
14:19:05,68.00,0.76,48,49
14:19:06,79.00,0.77,48,49
14:19:07,80.00,0.77,48,49
14:19:08,83.00,0.77,48,49
14:19:09,78.00,0.77,48,49
14:19:10,77.00,0.76,48,49
14:19:11,81.00,0.76,48,49
14:19:12,71.00,0.76,48,49
14:19:13,76.00,0.77,48,49
14:19:14,79.00,0.76,48,49
14:19:15,77.00,0.77,48,49
14:19:16,75.00,0.76,48,49
14:19:17,76.00,0.77,48,49
14:19:18,73.00,0.75,48,49
14:19:19,72.00,0.77,48,49
14:19:20,74.00,0.78,48,49
14:19:21,70.30,0.78,48,49
14:19:22,75.00,0.77,48,49
14:19:23,75.00,0.76,48,49
14:19:24,72.00,0.77,48,49
14:19:25,74.00,0.76,48,49
14:19:26,79.00,0.75,48,49
14:19:27,75.00,0.78,48,49
14:19:28,77.00,0.78,48,49
14:19:29,75.00,0.77,48,49
14:19:30,73.00,0.77,48,49
14:19:31,78.00,0.76,48,49
14:19:32,78.00,0.79,48,49
14:19:33,77.00,0.76,50,51
14:19:34,77.00,0.76,50,51
14:19:35,77.00,0.78,50,51
14:19:36,73.00,0.77,50,51
14:19:37,73.00,0.75,50,51
14:19:38,82.00,0.76,50,51
14:19:39,80.00,0.76,50,51
14:19:40,74.00,0.76,50,51
14:19:41,79.00,0.79,50,51
14:19:42,73.00,0.78,50,51
14:19:43,76.00,0.76,50,51
14:19:44,72.00,0.75,50,51
14:19:45,73.00,0.78,50,51
14:19:46,81.00,0.78,50,51
14:19:47,80.00,0.77,50,51
14:19:48,75.00,0.76,50,51
14:19:49,75.00,0.76,50,51
14:19:50,74.00,0.77,50,51
14:19:51,77.00,0.77,50,51
14:19:52,74.00,0.79,50,51
14:19:53,72.00,0.78,50,51
14:19:54,72.00,0.76,50,51
14:19:55,80.00,0.78,50,51
14:19:56,76.00,0.77,50,51
14:19:57,74.00,0.79,50,51
14:19:58,78.00,0.77,50,51
14:19:59,86.00,0.76,50,51
14:20:00,79.00,0.77,50,51
14:20:01,74.00,0.79,50,51
14:20:02,76.00,0.78,50,51
14:20:03,82.00,0.78,52,53
14:20:04,78.22,0.79,52,53
14:20:05,72.00,0.79,52,53
14:20:06,76.00,0.78,52,53
14:20:07,81.00,0.76,52,53
14:20:08,77.00,0.78,52,53
14:20:09,76.00,0.78,52,53
14:20:10,83.00,0.76,52,53
14:20:12,76.00,0.77,52,53
14:20:13,80.00,0.76,52,53
14:20:14,77.00,0.79,52,53
14:20:15,77.00,0.80,52,53
14:20:16,78.00,0.79,52,53
14:20:17,75.00,0.80,52,53
14:20:18,78.00,0.79,52,53
14:20:19,76.00,0.77,52,53
