time,cpu,ram,connections,requests
11:43:59,43.00,0.09,86,87
11:44:00,45.00,0.10,88,89
11:44:02,44.00,0.09,88,89
11:44:03,47.00,0.10,88,89
11:44:04,48.00,0.10,88,89
11:44:06,46.00,0.10,90,91
11:44:07,51.00,0.10,90,91
11:44:08,46.00,0.10,90,91
11:44:09,47.00,0.11,90,91
11:44:10,49.00,0.10,92,93
11:44:12,48.00,0.09,92,93
11:44:13,46.00,0.11,92,93
11:44:14,48.51,0.10,92,93
11:44:16,45.00,0.11,94,95
11:44:17,50.00,0.10,94,95
11:44:18,45.00,0.11,94,95
11:44:20,48.00,0.10,94,95
11:44:21,47.00,0.10,96,97
11:44:22,44.00,0.10,96,97
11:44:23,49.00,0.10,96,97
11:44:25,43.14,0.10,96,97
11:44:26,46.00,0.10,98,99
11:44:27,44.00,0.08,98,99
11:44:28,47.00,0.11,98,99
11:44:30,48.00,0.10,98,99
11:44:31,54.00,0.11,100,101
11:44:32,49.00,0.10,100,101
11:44:33,45.00,0.10,100,101
11:44:35,47.00,0.11,100,101
11:44:36,46.00,0.09,102,103
11:44:37,50.00,0.10,102,103
11:44:39,46.00,0.11,102,103
11:44:40,47.00,0.11,102,103
11:44:41,46.00,0.12,104,105
11:44:42,45.00,0.10,104,105
11:44:44,49.00,0.08,104,105
11:44:45,49.00,0.10,104,105
11:44:46,47.00,0.09,106,107
11:44:48,49.00,0.11,106,107
11:44:49,49.00,0.11,106,107
11:44:50,48.00,0.09,106,107
11:44:51,44.55,0.10,108,109
11:44:53,47.00,0.09,108,109
11:44:54,48.00,0.08,108,109
11:44:55,45.00,0.11,108,109
11:44:56,62.00,0.12,110,111
11:44:58,47.00,0.10,110,111
11:44:59,53.00,0.11,110,111
11:45:00,55.00,0.11,110,111
11:45:02,45.54,0.12,112,113
11:45:03,50.00,0.10,112,113
11:45:04,54.00,0.11,112,113
11:45:05,50.00,0.11,112,113
11:45:07,53.00,0.12,114,115
11:45:08,51.00,0.12,114,115
11:45:09,49.00,0.11,114,115
11:45:10,50.00,0.10,114,115
11:45:12,47.00,0.09,116,117
11:45:13,50.00,0.12,116,117
11:45:14,47.00,0.08,116,117
11:45:15,48.00,0.10,116,117
11:45:17,48.00,0.10,118,119
11:45:18,47.00,0.10,118,119
11:45:19,48.00,0.11,118,119
11:45:21,52.00,0.12,120,121
11:45:22,46.00,0.11,120,121
11:45:23,52.00,0.11,120,121
11:45:24,50.00,0.10,120,121
11:45:26,54.00,0.13,122,123
11:45:27,49.00,0.12,122,123
11:45:28,52.00,0.12,122,123
11:45:29,54.00,0.12,122,123
11:45:31,51.49,0.08,124,125
11:45:32,53.00,0.12,124,125
11:45:33,55.45,0.08,124,125
11:45:34,54.00,0.08,124,125
11:45:36,53.00,0.09,126,127
11:45:37,52.00,0.12,126,127
11:45:38,56.00,0.08,126,127
11:45:39,53.00,0.10,126,127
11:45:41,49.00,0.12,128,129
11:45:42,54.00,0.13,128,129
11:45:43,47.00,0.08,128,129
11:45:45,52.00,0.07,128,129
11:45:46,53.00,0.10,130,131
11:45:47,52.00,0.10,130,131
11:45:48,51.00,0.11,130,131
11:45:50,55.00,0.11,130,131
11:45:51,50.00,0.13,132,133
11:45:52,53.00,0.11,132,133
11:45:53,52.00,0.12,132,133
11:45:55,48.00,0.12,132,133
11:45:56,56.00,0.13,134,135
11:45:57,58.00,0.12,134,135
11:45:59,55.00,0.09,134,135
11:46:00,50.50,0.13,134,135
11:46:01,54.00,0.12,136,137
11:46:03,54.00,0.10,136,137
11:46:04,54.00,0.14,136,137
11:46:05,52.00,0.14,136,137
11:46:06,59.00,0.11,138,139
11:46:08,52.00,0.14,138,139
11:46:09,56.44,0.11,138,139
11:46:10,50.00,0.14,138,139
11:46:12,52.00,0.09,140,141
11:46:13,54.00,0.11,140,141
11:46:14,53.47,0.13,140,141
11:46:16,54.00,0.11,140,141
11:46:17,53.47,0.12,142,143
11:46:18,55.45,0.12,142,143
11:46:20,52.00,0.12,142,143
11:46:21,54.00,0.09,144,145
11:46:22,59.00,0.13,144,145
11:46:23,58.00,0.10,144,145
11:46:25,53.00,0.09,144,145
11:46:26,55.00,0.13,146,147
11:46:27,56.00,0.12,146,147
11:46:29,55.88,0.11,146,147
11:46:30,59.00,0.12,146,147
11:46:31,53.00,0.11,148,149
11:46:33,54.00,0.10,148,149
11:46:34,56.00,0.14,148,149
11:46:35,53.00,0.11,148,149
11:46:36,57.84,0.12,150,151
11:46:38,52.48,0.13,150,151
11:46:39,51.49,0.10,150,151
11:46:40,59.00,0.13,150,151
11:46:42,50.50,0.13,152,153
11:46:43,52.48,0.13,152,153
11:46:44,53.00,0.11,152,153
11:46:45,58.00,0.15,152,153
11:46:47,52.00,0.14,154,155
11:46:48,57.00,0.12,154,155
11:46:49,59.00,0.11,154,155
11:46:51,53.00,0.12,154,155
11:46:52,55.00,0.09,156,157
11:46:53,52.48,0.11,156,157
11:46:54,60.00,0.13,156,157
11:46:56,57.00,0.13,156,157
11:46:57,56.00,0.13,158,159
11:46:58,54.00,0.11,158,159
11:46:59,55.45,0.14,158,159
11:47:01,57.00,0.12,158,159
11:47:02,55.00,0.14,160,161
11:47:03,58.00,0.13,160,161
11:47:04,52.00,0.12,160,161
11:47:06,56.00,0.15,160,161
11:47:07,58.00,0.13,162,163
11:47:08,54.00,0.10,162,163
11:47:10,54.00,0.11,162,163
11:47:11,57.00,0.09,164,165
11:47:13,60.00,0.14,164,165
11:47:14,54.00,0.11,164,165
11:47:15,55.00,0.14,164,165
11:47:16,64.00,0.12,166,167
11:47:18,54.00,0.15,166,167
11:47:19,57.43,0.15,166,167
11:47:20,54.00,0.11,166,167
11:47:22,57.00,0.14,168,169
11:47:23,57.00,0.15,168,169
11:47:24,59.00,0.15,168,169
11:47:25,56.00,0.12,168,169
11:47:27,58.42,0.16,170,171
11:47:28,60.00,0.10,170,171
11:47:29,60.00,0.12,170,171
11:47:31,61.00,0.16,170,171
11:47:32,62.00,0.14,172,173
11:47:34,55.00,0.11,172,173
11:47:35,55.45,0.10,172,173
11:47:36,58.00,0.08,174,175
11:47:37,57.00,0.16,174,175
11:47:39,57.00,0.15,174,175
11:47:40,64.00,0.16,174,175
11:47:41,57.43,0.14,176,177
11:47:42,53.00,0.17,176,177
11:47:44,55.45,0.13,176,177
11:47:45,61.00,0.14,176,177
11:47:46,57.00,0.15,178,179
11:47:47,53.00,0.10,178,179
11:47:49,62.00,0.15,178,179
11:47:50,55.00,0.14,178,179
11:47:51,56.00,0.11,180,181
11:47:53,59.00,0.15,180,181
11:47:54,56.00,0.15,180,181
11:47:55,58.00,0.09,180,181
11:47:56,56.00,0.15,182,183
11:47:58,62.00,0.12,182,183
11:47:59,56.00,0.16,182,183
11:48:00,56.00,0.08,182,183
11:48:02,60.00,0.14,184,185
11:48:03,60.40,0.16,184,185
11:48:04,58.00,0.14,184,185
11:48:05,69.00,0.10,184,185
11:48:07,57.43,0.16,186,187
11:48:08,62.00,0.16,186,187
11:48:09,55.45,0.15,186,187
11:48:10,61.00,0.16,186,187
11:48:12,61.00,0.18,188,189
11:48:13,59.00,0.12,188,189
11:48:14,62.00,0.17,188,189
11:48:16,62.00,0.17,188,189
11:48:17,55.00,0.10,190,191
11:48:18,56.00,0.18,190,191
11:48:19,58.42,0.10,190,191
11:48:21,58.00,0.09,190,191
11:48:22,57.43,0.11,192,193
11:48:23,58.00,0.14,192,193
11:48:25,55.00,0.14,192,193
11:48:26,64.00,0.14,192,193
11:48:27,65.35,0.16,194,195
11:48:28,58.00,0.08,194,195
11:48:30,63.00,0.14,194,195
11:48:31,63.00,0.13,194,195
11:48:32,55.00,0.08,196,197
11:48:34,64.36,0.16,196,197
11:48:35,62.00,0.15,196,197
11:48:36,62.00,0.11,196,197
11:48:37,59.00,0.15,198,199
11:48:39,61.00,0.11,198,199
11:48:40,59.00,0.17,198,199
11:48:41,56.00,0.11,200,201
11:48:42,67.00,0.19,200,201
11:48:44,69.00,0.13,200,201
11:48:45,61.00,0.16,200,201
11:48:46,63.00,0.17,202,203
11:48:48,61.00,0.09,202,203
11:48:49,59.00,0.13,202,203
11:48:50,63.00,0.12,202,203
11:48:52,65.35,0.16,204,205
11:48:53,57.00,0.15,204,205
11:48:54,60.00,0.12,204,205
11:48:55,67.00,0.16,204,205
11:48:57,63.00,0.12,206,207
11:48:58,62.00,0.12,206,207
11:48:59,61.00,0.17,206,207
11:49:01,60.00,0.09,206,207
11:49:02,58.00,0.10,208,209
11:49:03,58.00,0.16,208,209
11:49:04,58.00,0.19,208,209
11:49:06,57.00,0.09,208,209
11:49:07,62.38,0.10,210,211
11:49:08,61.00,0.15,210,211
11:49:09,62.00,0.13,210,211
11:49:11,63.00,0.15,210,211
11:49:12,61.00,0.12,212,213
11:49:13,57.00,0.15,212,213
11:49:15,57.00,0.15,212,213
11:49:16,64.00,0.15,212,213
11:49:17,57.00,0.10,214,215
11:49:19,62.00,0.10,214,215
11:49:20,65.00,0.18,214,215
11:49:21,54.00,0.16,214,215
11:49:23,55.88,0.14,216,217
11:49:24,59.00,0.18,216,217
11:49:25,62.00,0.18,216,217
11:49:26,56.00,0.08,216,217
11:49:28,67.00,0.18,218,219
11:49:29,64.00,0.09,218,219
11:49:30,60.00,0.18,218,219
11:49:31,61.00,0.20,220,221
11:49:33,60.00,0.12,220,221
11:49:34,63.00,0.14,220,221
11:49:35,61.00,0.10,220,221
11:49:37,59.00,0.17,222,223
11:49:38,60.00,0.17,222,223
11:49:39,54.00,0.09,222,223
11:49:40,59.00,0.18,222,223
11:49:42,64.00,0.18,224,225
11:49:43,66.00,0.17,224,225
11:49:44,59.00,0.10,224,225
11:49:46,62.00,0.09,224,225
11:49:47,64.00,0.18,226,227
11:49:48,65.00,0.12,226,227
11:49:50,54.00,0.13,226,227
11:49:51,64.00,0.19,226,227
11:49:52,56.00,0.19,228,229
11:49:53,62.00,0.16,228,229
11:49:55,57.00,0.13,228,229
11:49:56,62.00,0.14,228,229
11:49:57,64.36,0.19,230,231
11:49:59,65.00,0.17,230,231
11:50:00,62.00,0.17,230,231
11:50:01,64.00,0.18,230,231
11:50:02,64.00,0.18,232,233
11:50:04,60.00,0.11,232,233
11:50:05,64.00,0.20,232,233
11:50:06,63.00,0.14,232,233
11:50:08,62.00,0.18,234,235
11:50:09,66.00,0.19,234,235
11:50:10,65.00,0.18,234,235
11:50:12,58.42,0.18,236,237
11:50:13,60.00,0.12,236,237
11:50:14,64.00,0.17,236,237
11:50:16,63.00,0.10,236,237
11:50:17,59.00,0.08,238,239
11:50:18,65.00,0.21,238,239
11:50:20,58.42,0.09,238,239
11:50:21,61.00,0.09,238,239
11:50:22,60.00,0.19,240,241
11:50:24,67.33,0.14,240,241
11:50:25,56.00,0.20,240,241
11:50:26,61.00,0.11,240,241
